site_i,site_j,count_unique,count_weighted,mean_energy_eV,weighted_mean_energy_eV,delta_from_global_mean_eV,delta_from_weighted_global_mean_eV,distance_ang,shell_index,shell_distance_ang
7,9,35,264,-3061.295019164286,-3061.299360620151,0.06611595355661848,0.06528402554749846,6.935927241274299,166,6.935927241274299
5,24,64,496,-3061.2914527425,-3061.2980540039516,0.06968237534238142,0.06659064174709783,5.425969232947945,99,5.425969232947945
19,20,34,254,-3061.304466332059,-3061.297658053228,0.05666878578358592,0.06698659247058458,4.446317361193818,39,4.446317361193818
5,6,58,387,-3061.2854642922416,-3061.294630884418,0.07567082560080962,0.07001376128073389,6.544893943561074,145,6.544893943561074
23,24,16,118,-3061.264740383125,-3061.2923391908475,0.09639473471725069,0.07230545485117545,4.4303963015315935,37,4.4303963015315935
9,22,85,652,-3061.289811508706,-3061.2907472565034,0.07132360913647062,0.073897389195281,3.240726196979226,27,3.240726196979226
16,24,3,20,-3061.2849764,-3061.2878313619995,0.07615871784264527,0.07681328369926632,8.740130804378168,223,8.740130804378168
6,7,20,139,-3061.2871199525002,-3061.287658333021,0.074015165342189,0.07698631267749079,8.818913704309127,228,8.818913704309127
9,16,58,422,-3061.2797647101725,-3061.284959787677,0.08137040766996506,0.0796848580216647,3.2444719705326626,29,3.2442933000006375
5,16,26,192,-3061.282312335384,-3061.283579498333,0.07882278245824637,0.08106514736573445,4.631327456717077,62,4.631327456717077
10,16,25,162,-3061.2788944783997,-3061.282502671852,0.0822406394427162,0.08214197384677391,3.2243730834045086,25,3.2243117633649234
16,17,11,84,-3061.2785247790907,-3061.2788973119045,0.08261033875169232,0.08574733379418831,5.868313928713915,132,5.868313928713915
20,21,22,166,-3061.276707064091,-3061.2760788743367,0.08442805375125317,0.08856577136202759,3.207464316420372,21,3.207833910970422
7,23,8,56,-3061.2355933675,-3061.272230946429,0.12554175034256332,0.09241369926985499,4.650707470550052,64,4.650707470550052
8,20,14,104,-3061.254688658572,-3061.270946459231,0.10644645927050078,0.09369818646791828,3.112291784913846,3,3.112291784913846
4,14,1,4,-3061.27025721,-3061.27025721,0.09087790784224126,0.09438743569853614,3.130459532710344,8,3.130459532710344
6,23,8,56,-3061.22942598625,-3061.2614849507145,0.13170913159228803,0.10315969498424238,5.569304411501565,119,5.569304411501565
8,22,11,80,-3061.2382050718184,-3061.260015699,0.12293004602406654,0.10462894669853995,3.1077614655078176,2,3.107989664900712
6,9,36,272,-3061.2571919058337,-3061.2593607741182,0.10394321200874401,0.10528387158046826,4.716134402561724,68,4.716134402561724
19,22,31,230,-3061.2569115912906,-3061.258697088174,0.10422352655177747,0.10594755752481433,3.216992954422133,23,3.216601655906893
17,18,52,386,-3061.250078634808,-3061.254258138238,0.11105648303464477,0.1103865074605892,4.439257372534622,38,4.439257372534622
16,23,4,28,-3061.2615004325,-3061.253807677143,0.09963468534260755,0.11083696855575909,6.556406748994503,146,6.556406748994503
5,15,11,72,-3061.2371879654543,-3061.2461593616667,0.12394715238815479,0.11848528403197633,7.4304220140932244,187,7.430456842260675
7,17,25,184,-3061.2192211696,-3061.2453697789124,0.14191394824229064,0.11927486678632704,4.65766750080289,65,4.65766750080289
6,17,26,192,-3061.2168289042306,-3061.240736133333,0.14430621361179874,0.12390851236568778,5.441860313245718,101,5.441860313245718
7,19,17,128,-3061.2221773382353,-3061.240575070937,0.1389577796071535,0.12406957476150637,3.118643179870653,4,3.118643179870653
15,18,9,68,-3061.231549063333,-3061.2379650276466,0.12958605450921823,0.12667961805209416,5.897984407753326,133,5.897984407753326
17,24,47,346,-3061.2205195534043,-3061.23263900341,0.1406155644381215,0.1320056422887319,3.2053995758567293,20,3.2053995758567293
20,22,26,182,-3061.223648638077,-3061.230267902747,0.13748647976535722,0.1343767429516447,3.171696619858139,16,3.171696619858139
15,17,10,76,-3061.223760375,-3061.2288000163157,0.13737474284243945,0.13584462938297293,9.243931734607196,238,9.243931734607196
18,23,24,182,-3061.21023631625,-3061.2275493951643,0.15089880159257518,0.1370952505344576,3.2111969686046984,22,3.2111969686046984
6,8,12,75,-3061.2214264374998,-3061.226416213733,0.1397086803426646,0.13822843196567192,3.187970886818586,18,3.187970886818586
7,21,10,72,-3061.1933636109998,-3061.2224927894445,0.16777150684265507,0.14215185625425875,3.120550448109612,5,3.120387673047533
12,15,3,18,-3061.21336877,-3061.221533093333,0.14776634784220732,0.1431115523655535,9.581273074036218,249,9.581273074036218
13,15,2,10,-3061.18779509,-3061.2213631580003,0.17334002784264158,0.1432814876984594,6.885603544754827,159,6.885603544754827
5,7,58,387,-3061.218073466207,-3061.2207930408526,0.14306165163543483,0.14385160484607695,3.2082035055204723,21,3.207833910970422
8,15,2,8,-3061.216976605,-3061.216976605,0.14415851284229575,0.14766804069859063,5.050775668727013,78,5.050775668727013
16,19,9,68,-3061.2018857,-3061.2116293629406,0.15924941784260227,0.15301528275813325,3.232229321385509,26,3.2327156489098057
15,21,4,28,-3061.183247775,-3061.2095663571426,0.17788734284249585,0.1550782885560693,4.523410460023225,53,4.523410460023225
11,15,4,26,-3061.1898629849998,-3061.203250986923,0.17127213284265963,0.16139365877552336,7.845888755882244,194,7.845888755882244
18,24,36,246,-3061.183012586667,-3061.1967132531704,0.1781225311756316,0.1679313925283168,3.161909975748966,14,3.161909975748966
15,22,5,36,-3061.182323034,-3061.1962056566667,0.17881208384233105,0.1684389890319835,4.531259611706758,54,4.531259611706758
19,21,32,222,-3061.1909400971876,-3061.1925521182884,0.17019502065477354,0.17209252741031378,3.1651026585465867,15,3.1651026585465867
14,15,1,2,-3061.1888758,-3061.1888758,0.17225931784241766,0.17576884569871254,10.099351316948594,253,10.099351316948594
6,16,3,16,-3061.213458466667,-3061.187598305,0.14767665117551587,0.1770463406987801,7.440462682906707,188,7.440462682906707
15,19,8,60,-3061.1662197125,-3061.1773665133337,0.1949154053422717,0.1872781323650088,5.498894384623237,109,5.499075685481517
3,13,1,4,-3061.1771589,-3061.1771589,0.183976217842428,0.1874857456987229,3.1772334520609578,17,3.1772334520609578
16,22,5,36,-3061.1630393719997,-3061.17712781,0.19809574584269285,0.18751683569871602,4.555146636301855,55,4.555146636301855
9,15,53,350,-3061.160988799434,-3061.1750182465703,0.20014631840831498,0.1896263991284286,3.2191915572865817,24,3.219236361684953
15,23,2,12,-3061.1631198200002,-3061.1748240300003,0.19801529784217564,0.1898206156984088,8.5839740482891,218,8.5839740482891
5,23,57,440,-3061.1574485903507,-3061.1685420930003,0.20368652749175453,0.19610255269844856,3.1203546240827764,5,3.120387673047533
15,24,3,20,-3061.159455583333,-3061.166851166,0.20167953450936693,0.19779347969870287,6.672894757588554,150,6.672894757588554
5,17,107,816,-3061.1532242168223,-3061.165777451961,0.20791090102011367,0.19886719373789674,3.1240026404836017,6,3.1240026404836017
6,18,19,144,-3061.1409724600003,-3061.1591895769448,0.2201626578421383,0.20545506875396313,3.108217864293607,2,3.107989664900712
10,15,13,98,-3061.1435085669227,-3061.1539662600003,0.21762655091970373,0.21067838569842934,3.224768981588696,25,3.2243117633649234
17,23,42,274,-3061.137689627143,-3061.1537814902185,0.22344549069930508,0.2108631554801832,3.15702873190199,13,3.15702873190199
15,20,7,52,-3061.145991888571,-3061.1528082315385,0.2151432292712343,0.21183641416018872,3.223793225101566,25,3.2243117633649234
6,24,9,64,-3061.0884752622223,-3061.119957925,0.272659855620077,0.24468672069860986,3.1058189149724584,1,3.1058189149724584
4,15,1,4,-3061.11508675,-3061.11508675,0.24604836784237705,0.24955789569867193,7.713031371851413,193,7.713031371851413
7,15,2,8,-3061.10479876,-3061.10479876,0.2563363578424287,0.2598458856987236,6.99184560367244,172,6.99184560367244
2,16,1,4,-3061.09965886,-3061.09965886,0.2614762578423324,0.2649857856986273,3.131461082290413,9,3.131461082290413
6,15,2,8,-3061.0692058349996,-3061.0692058349996,0.2919292828428297,0.2954388106991246,4.593988884555815,56,4.593988884555815
2,15,1,4,-3061.05200723,-3061.05200723,0.3091278878423509,0.3126374156986458,5.911209243388103,134,5.911209243388103
1,15,14,84,-3061.0396795499996,-3061.041254009048,0.32145556784280416,0.3233906366508563,3.13527214538598,10,3.13527214538598
3,15,1,4,-3061.02638096,-3061.02638096,0.3347541578423261,0.338263685698621,5.72273457470513,130,5.72273457470513
15,16,1,2,-3060.97269958,-3060.97269958,0.3884355378422697,0.3919450656985646,4.603932412776801,57,4.603932412776801
