LAMMPS data file generated by SOD - configuration 00001
 
120 atoms
48 bonds
144 angles
4 atom types
1 bond types
1 angle types
 
      0.000000       10.055564  xlo xhi
      0.000000        8.708374  ylo yhi
      0.000000       11.037836  zlo zhi
     -5.027782        0.000000        0.000000  xy xz yz
 
Atoms  # full
 
1  1  26  1  42
2  1  26  1  82
3  1  26  1  114
4  1  42  1  82
5  1  42  1  114
6  1  82  1  114
7  1  28  2  44
8  1  28  2  84
9  1  28  2  116
10  1  44  2  84
11  1  44  2  116
12  1  84  2  116
13  1  30  3  46
14  1  30  3  86
15  1  30  3  118
16  1  46  3  86
17  1  46  3  118
18  1  86  3  118
19  1  32  4  48
20  1  32  4  88
21  1  32  4  120
22  1  48  4  88
23  1  48  4  120
24  1  88  4  120
25  1  34  5  50
26  1  34  5  74
27  1  34  5  106
28  1  50  5  74
29  1  50  5  106
30  1  74  5  106
31  1  36  6  52
32  1  36  6  76
33  1  36  6  108
34  1  52  6  76
35  1  52  6  108
36  1  76  6  108
37  1  38  7  54
38  1  38  7  78
39  1  38  7  110
40  1  54  7  78
41  1  54  7  110
42  1  78  7  110
43  1  40  8  56
44  1  40  8  80
45  1  40  8  112
46  1  56  8  80
47  1  56  8  112
48  1  80  8  112
49  1  42  9  60
50  1  42  9  92
51  1  42  9  106
52  1  60  9  92
53  1  60  9  106
54  1  92  9  106
55  1  44  10  58
56  1  44  10  90
57  1  44  10  108
58  1  58  10  90
59  1  58  10  108
60  1  90  10  108
61  1  46  11  64
62  1  46  11  96
63  1  46  11  110
64  1  64  11  96
65  1  64  11  110
66  1  96  11  110
67  1  48  12  62
68  1  48  12  94
69  1  48  12  112
70  1  62  12  94
71  1  62  12  112
72  1  94  12  112
73  1  50  13  68
74  1  50  13  100
75  1  50  13  114
76  1  68  13  100
77  1  68  13  114
78  1  100  13  114
79  1  52  14  66
80  1  52  14  98
81  1  52  14  116
82  1  66  14  98
83  1  66  14  116
84  1  98  14  116
85  1  54  15  72
86  1  54  15  104
87  1  54  15  118
88  1  72  15  104
89  1  72  15  118
90  1  104  15  118
91  1  56  16  70
92  1  56  16  102
93  1  56  16  120
94  1  70  16  102
95  1  70  16  120
96  1  102  16  120
97  1  30  17  62
98  1  30  17  74
99  1  30  17  90
100  1  62  17  74
101  1  62  17  90
102  1  74  17  90
103  1  32  18  64
104  1  32  18  76
105  1  32  18  92
106  1  64  18  76
107  1  64  18  92
108  1  76  18  92
109  1  26  19  58
110  1  26  19  78
111  1  26  19  94
112  1  58  19  78
113  1  58  19  94
114  1  78  19  94
115  1  28  20  60
116  1  28  20  80
117  1  28  20  96
118  1  60  20  80
119  1  60  20  96
120  1  80  20  96
121  1  38  21  70
122  1  38  21  82
123  1  38  21  98
124  1  70  21  82
125  1  70  21  98
126  1  82  21  98
127  1  40  22  72
128  1  40  22  84
129  1  40  22  100
130  1  72  22  84
131  1  72  22  100
132  1  84  22  100
133  1  34  23  66
134  1  34  23  86
135  1  34  23  102
136  1  66  23  86
137  1  66  23  102
138  1  86  23  102
139  1  36  24  68
140  1  36  24  88
141  1  36  24  104
142  1  68  24  88
143  1  68  24  104
144  1  88  24  104
