 Configuration with minimum energy:           37
 Configuration with maximum energy:           16

Temperature=      1.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         9         4  0.263227E+00      0.0000      0.0000
        10         4  0.446168E+00      0.0000      0.0000
        11         4  0.171440E+00      0.0011      0.0003
        12         4  0.257982E+00      0.0000      0.0000
        13         2  0.418091E+00      0.0000      0.0000
        14         2  0.432004E+00      0.0000      0.0000
        15         2  0.397774E+00      0.0000      0.0000
        16         2  0.815118E+00      0.0000      0.0000
        17         4  0.180111E+00      0.0008      0.0002
        18         4  0.571186E+00      0.0000      0.0000
        19         4  0.308802E+00      0.0000      0.0000
        20         4  0.420533E+00      0.0000      0.0000
        21         4  0.223036E+00      0.0001      0.0000
        22         4  0.591262E+00      0.0000      0.0000
        23         4  0.333564E+00      0.0000      0.0000
        24         4  0.218451E+00      0.0002      0.0000
        25         4  0.255450E+00      0.0000      0.0000
        26         4  0.190285E+00      0.0005      0.0001
        27         4  0.108830E+00      0.0123      0.0031
        28         4  0.388677E+00      0.0000      0.0000
        29         4  0.563043E+00      0.0000      0.0000
        30         4  0.376754E+00      0.0000      0.0000
        31         4  0.499969E+00      0.0000      0.0000
        32         4  0.313789E+00      0.0000      0.0000
        33         4  0.939389E-01      0.0218      0.0055
        34         4  0.228666E+00      0.0001      0.0000
        35         4  0.198424E+00      0.0004      0.0001
        36         4  0.474744E+00      0.0000      0.0000
        37         4  0.000000E+00      0.8260      0.2065
        38         4  0.332955E+00      0.0000      0.0000
        39         4  0.292649E+00      0.0000      0.0000
        40         4  0.471234E+00      0.0000      0.0000
        41         4  0.447626E+00      0.0000      0.0000
        42         4  0.276643E+00      0.0000      0.0000
        43         4  0.441778E+00      0.0000      0.0000
        44         4  0.293366E+00      0.0000      0.0000
        45         4  0.252889E+00      0.0000      0.0000
        46         4  0.437649E+00      0.0000      0.0000
        47         4  0.236093E+00      0.0001      0.0000
        48         4  0.297090E+00      0.0000      0.0000
        49         4  0.277560E+00      0.0000      0.0000
        50         4  0.291893E+00      0.0000      0.0000
        51         4  0.101501E+00      0.0163      0.0041
        52         4  0.498625E-01      0.1200      0.0300
        53         4  0.292654E+00      0.0000      0.0000
        54         2  0.656387E+00      0.0000      0.0000
        55         2  0.481074E+00      0.0000      0.0000
        56         2  0.408058E+00      0.0000      0.0000
        57         2  0.365346E+00      0.0000      0.0000
        58         4  0.463399E+00      0.0000      0.0000
        59         4  0.484498E+00      0.0000      0.0000
        60         4  0.294224E+00      0.0000      0.0000


Temperature=   1000.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1         2  0.560225E+00      0.0002      0.0001
         2         2  0.530405E+00      0.0003      0.0001
         3         4  0.423920E+00      0.0018      0.0005
         4         4  0.613598E+00      0.0002      0.0001
         5         4  0.442993E+00      0.0015      0.0004
         6         4  0.296167E+00      0.0080      0.0020
         7         4  0.338332E+00      0.0049      0.0012
         8         4  0.469450E+00      0.0011      0.0003
         9         4  0.263227E+00      0.0118      0.0029
        10         4  0.446168E+00      0.0014      0.0004
        11         4  0.171440E+00      0.0342      0.0085
        12         4  0.257982E+00      0.0125      0.0031
        13         2  0.418091E+00      0.0010      0.0005
        14         2  0.432004E+00      0.0008      0.0004
        15         2  0.397774E+00      0.0012      0.0006
        16         2  0.815118E+00      0.0000      0.0000
        17         4  0.180111E+00      0.0309      0.0077
        18         4  0.571186E+00      0.0003      0.0001
        19         4  0.308802E+00      0.0069      0.0017
        20         4  0.420533E+00      0.0019      0.0005
        21         4  0.223036E+00      0.0188      0.0047
        22         4  0.591262E+00      0.0003      0.0001
        23         4  0.333564E+00      0.0052      0.0013
        24         4  0.218451E+00      0.0198      0.0050
        25         4  0.255450E+00      0.0129      0.0032
        26         4  0.190285E+00      0.0275      0.0069
        27         4  0.108830E+00      0.0707      0.0177
        28         4  0.388677E+00      0.0027      0.0007
        29         4  0.563043E+00      0.0004      0.0001
        30         4  0.376754E+00      0.0032      0.0008
        31         4  0.499969E+00      0.0008      0.0002
        32         4  0.313789E+00      0.0066      0.0016
        33         4  0.939389E-01      0.0840      0.0210
        34         4  0.228666E+00      0.0176      0.0044
        35         4  0.198424E+00      0.0250      0.0062
        36         4  0.474744E+00      0.0010      0.0003
        37         4  0.000000E+00      0.2500      0.0625
        38         4  0.332955E+00      0.0052      0.0013
        39         4  0.292649E+00      0.0084      0.0021
        40         4  0.471234E+00      0.0011      0.0003
        41         4  0.447626E+00      0.0014      0.0003
        42         4  0.276643E+00      0.0101      0.0025
        43         4  0.441778E+00      0.0015      0.0004
        44         4  0.293366E+00      0.0083      0.0021
        45         4  0.252889E+00      0.0133      0.0033
        46         4  0.437649E+00      0.0016      0.0004
        47         4  0.236093E+00      0.0161      0.0040
        48         4  0.297090E+00      0.0080      0.0020
        49         4  0.277560E+00      0.0100      0.0025
        50         4  0.291893E+00      0.0085      0.0021
        51         4  0.101501E+00      0.0770      0.0192
        52         4  0.498625E-01      0.1402      0.0350
        53         4  0.292654E+00      0.0084      0.0021
        54         2  0.656387E+00      0.0001      0.0000
        55         2  0.481074E+00      0.0005      0.0002
        56         2  0.408058E+00      0.0011      0.0005
        57         2  0.365346E+00      0.0018      0.0009
        58         4  0.463399E+00      0.0012      0.0003
        59         4  0.484498E+00      0.0009      0.0002
        60         4  0.294224E+00      0.0082      0.0021


 Infinite Temperature Limit
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1         2  0.560225E+00      0.0091      0.0045
         2         2  0.530405E+00      0.0091      0.0045
         3         4  0.423920E+00      0.0182      0.0045
         4         4  0.613598E+00      0.0182      0.0045
         5         4  0.442993E+00      0.0182      0.0045
         6         4  0.296167E+00      0.0182      0.0045
         7         4  0.338332E+00      0.0182      0.0045
         8         4  0.469450E+00      0.0182      0.0045
         9         4  0.263227E+00      0.0182      0.0045
        10         4  0.446168E+00      0.0182      0.0045
        11         4  0.171440E+00      0.0182      0.0045
        12         4  0.257982E+00      0.0182      0.0045
        13         2  0.418091E+00      0.0091      0.0045
        14         2  0.432004E+00      0.0091      0.0045
        15         2  0.397774E+00      0.0091      0.0045
        16         2  0.815118E+00      0.0091      0.0045
        17         4  0.180111E+00      0.0182      0.0045
        18         4  0.571186E+00      0.0182      0.0045
        19         4  0.308802E+00      0.0182      0.0045
        20         4  0.420533E+00      0.0182      0.0045
        21         4  0.223036E+00      0.0182      0.0045
        22         4  0.591262E+00      0.0182      0.0045
        23         4  0.333564E+00      0.0182      0.0045
        24         4  0.218451E+00      0.0182      0.0045
        25         4  0.255450E+00      0.0182      0.0045
        26         4  0.190285E+00      0.0182      0.0045
        27         4  0.108830E+00      0.0182      0.0045
        28         4  0.388677E+00      0.0182      0.0045
        29         4  0.563043E+00      0.0182      0.0045
        30         4  0.376754E+00      0.0182      0.0045
        31         4  0.499969E+00      0.0182      0.0045
        32         4  0.313789E+00      0.0182      0.0045
        33         4  0.939389E-01      0.0182      0.0045
        34         4  0.228666E+00      0.0182      0.0045
        35         4  0.198424E+00      0.0182      0.0045
        36         4  0.474744E+00      0.0182      0.0045
        37         4  0.000000E+00      0.0182      0.0045
        38         4  0.332955E+00      0.0182      0.0045
        39         4  0.292649E+00      0.0182      0.0045
        40         4  0.471234E+00      0.0182      0.0045
        41         4  0.447626E+00      0.0182      0.0045
        42         4  0.276643E+00      0.0182      0.0045
        43         4  0.441778E+00      0.0182      0.0045
        44         4  0.293366E+00      0.0182      0.0045
        45         4  0.252889E+00      0.0182      0.0045
        46         4  0.437649E+00      0.0182      0.0045
        47         4  0.236093E+00      0.0182      0.0045
        48         4  0.297090E+00      0.0182      0.0045
        49         4  0.277560E+00      0.0182      0.0045
        50         4  0.291893E+00      0.0182      0.0045
        51         4  0.101501E+00      0.0182      0.0045
        52         4  0.498625E-01      0.0182      0.0045
        53         4  0.292654E+00      0.0182      0.0045
        54         2  0.656387E+00      0.0091      0.0045
        55         2  0.481074E+00      0.0091      0.0045
        56         2  0.408058E+00      0.0091      0.0045
        57         2  0.365346E+00      0.0091      0.0045
        58         4  0.463399E+00      0.0182      0.0045
        59         4  0.484498E+00      0.0182      0.0045
        60         4  0.294224E+00      0.0182      0.0045
